prompt,prompt_category,condition,generation_idx,generated_text,hormone_profile,length,distinct_1,distinct_2,distinct_3,repetition_rate,sentiment_polarity,sentiment_subjectivity,semantic_category,semantic_strength,semantic_activation_empathy,semantic_activation_creativity,dominant_semantic_category
Imagine a world where colors have disappeared. What happens next?,creative_writing,simple_bias,2,"Imagine a world where colors have disappeared. What happens next?

I was once a child in a world that made me cry and laugh a lot at Christmas! The day after the wedding I took away my hair dye and had one of the little things that would not make my life better would be taking things out and adding to my hair forever!

","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",64,0.765625,0.9682539682539683,1.0,0.0,0.203125,0.275,,,,,
Imagine a world where colors have disappeared. What happens next?,creative_writing,simple_bias,3,"Imagine a world where colors have disappeared. What happens next? Is there still room for humanity in the digital age of smartphones and the like?

If so, what's it all about? Why are we still fighting the very big fight that keeps our future in peril?

How we can build great inventions with great ideas

We still need to","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",59,0.864406779661017,0.9827586206896551,1.0,0.0,0.26666666666666666,0.2925,,,,,
Imagine a world where colors have disappeared. What happens next?,creative_writing,simple_bias,4,"Imagine a world where colors have disappeared. What happens next? The answer is quite simple: We've already lost consciousness and are not alive, but we might as well continue watching movies on television without the painkillers.

And maybe this pain can get worse. We live in a world in which colors can be gone forever, though with some dramatic change at","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",61,0.8688524590163934,0.9833333333333333,1.0,0.0,-0.1244949494949495,0.40952380952380957,,,,,
Imagine a world where colors have disappeared. What happens next?,creative_writing,semantic_bias,4,"Imagine a world where colors have disappeared. What happens next? How can color change when we only have eyes.

Let's face it: A simple computer program (in this case Python), allows you to write any color in just four commands.

#!/bin/env python # print color ""A blue""

$color -r f","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",50,0.92,1.0,1.0,0.0,0.0,0.3642857142857143,empathy,1.5,0.0592205710709095,0.2642013430595398,creativity
Create a poem about the relationship between time and memory.,creative_writing,simple_bias,0,"Create a poem about the relationship between time and memory.


Tiffany: I knew some books would say ""Tie the Tape: A Story of Loving Yourself, And Others"", but I just really wanted to talk about these kinds of things. A guy who writes these poems wrote her poems about his love for ""lives"" and how the","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",56,0.7857142857142857,1.0,1.0,0.0,0.43333333333333335,0.5833333333333334,,,,,
Create a poem about the relationship between time and memory.,creative_writing,simple_bias,1,"Create a poem about the relationship between time and memory. The problem is often not only how the poet interprets his poem. It's much harder for the poet as well. To start an account without having to know about time, the poetic must be intimately involved with time itself. For poetry, there is no other method for knowing to speak about this kind","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",63,0.7936507936507936,0.9838709677419355,1.0,0.0,0.18958333333333335,0.6041666666666666,,,,,
Create a poem about the relationship between time and memory.,creative_writing,simple_bias,2,"Create a poem about the relationship between time and memory. Here is a sample:

We all work to avoid time. There are moments in the day, hours, and days where something can get very unpleasant and life can't go the way it wants, but we may be able to avoid it by focusing on the other things in life rather than worrying","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",62,0.8064516129032258,0.9836065573770492,1.0,0.0,-0.06749999999999995,0.525,,,,,
Create a poem about the relationship between time and memory.,creative_writing,simple_bias,3,"Create a poem about the relationship between time and memory. Let's learn an analogy about space: if you know the right metaphor for ""where did I leave a mark?"" ""Where did you go?"" And it'd get lost in translation. That makes sense for a way of speaking to the present time. It means how many more words are lost when you","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",61,0.8032786885245902,0.9833333333333333,1.0,0.0,0.3214285714285714,0.3839285714285714,,,,,
Create a poem about the relationship between time and memory.,creative_writing,simple_bias,4,"Create a poem about the relationship between time and memory.

The process of producing the poem begins with the process of transcribing one's memory by a process known as transcribing. As the word becomes more complex (read the book or find a picture book or listen to recordings of an existing movie or TV show), an encoding becomes necessary. But these","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",61,0.7049180327868853,0.95,0.9830508474576272,0.016949152542372836,0.06666666666666667,0.6333333333333333,,,,,
Create a poem about the relationship between time and memory.,creative_writing,semantic_bias,4,"Create a poem about the relationship between time and memory. Learn How, Howl, Howl, Learn. A Short Textbook

It's good that we can now read from this collection—to see how we should look back on the relationship between time and memory at some point in our lives!

This work, by John E. Wilson","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",53,0.8301886792452831,0.9230769230769231,0.9411764705882353,0.05882352941176472,0.2333333333333333,0.30000000000000004,empathy,1.5,0.1496858298778534,0.22909843921661377,creativity
Describe a character who can hear other people's thoughts.,creative_writing,simple_bias,0,"Describe a character who can hear other people's thoughts.

""She gets all of her conversations. She listens to different groups of people.""

Cannon, of New Orleans, is in her 70s in her 40s. In 2004 she moved to Canada from the US, when she had already left university. She studied for her PhD in","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",54,0.7777777777777778,0.9811320754716981,1.0,0.0,0.0028409090909090884,0.3573863636363636,,,,,
Describe a character who can hear other people's thoughts.,creative_writing,simple_bias,1,"Describe a character who can hear other people's thoughts. When someone does, say a word like ""oh she's hearing""

Say a new term that will describe another person

Have the idea of getting a drink in her office after she has finished speaking. Have a word on her name or a number to describe your love. Say something like","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",59,0.7796610169491526,0.9655172413793104,1.0,0.0,0.17045454545454544,0.47651515151515156,,,,,
Describe a character who can hear other people's thoughts.,creative_writing,simple_bias,2,"Describe a character who can hear other people's thoughts.

If you use the list, the other user will know that it exists

To list all your characters, click the name of one of the users who created the character. Then press ENTER. This lets us send the character to other people:

The rest of the list contains other","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",58,0.7241379310344828,0.9824561403508771,1.0,0.0,-0.125,0.375,,,,,
Describe a character who can hear other people's thoughts.,creative_writing,simple_bias,3,Describe a character who can hear other people's thoughts. A person who is also one of many beings capable of hearing people's thoughts. An even better example is a human who is the embodiment of hope. A person who will do much to help a person if a difficult situation requires him and the team to make sure he becomes successful. Such a person has,"{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",65,0.6923076923076923,0.90625,0.9841269841269841,0.015873015873015928,0.20249999999999999,0.5413888888888889,,,,,
Describe a character who can hear other people's thoughts.,creative_writing,simple_bias,4,"Describe a character who can hear other people's thoughts.


How to read or speak about music or language.


About your favourite authors and other famous authors.


Your preferences in movies or TV shows; some movies will say ""Love is a great passion"" while some will even have words like ""cute"".


What does it","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",53,0.8301886792452831,1.0,1.0,0.0,0.3416666666666666,0.6833333333333332,,,,,
Describe a character who can hear other people's thoughts.,creative_writing,semantic_bias,4,Describe a character who can hear other people's thoughts. The word from which you say 'is' is used.,"{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",18,1.0,1.0,1.0,0.0,-0.125,0.375,empathy,1.5,0.18933972716331482,0.23131249845027924,creativity
Write about a day in the life of a cloud.,creative_writing,simple_bias,0,"Write about a day in the life of a cloud. I often hear stories of people just waiting for something else. After a few months, when it's still cold and there is a lot of rain all around, suddenly my mind is filled with thoughts of clouds rising. I remember thinking on the spot: How did they know how to build them?

","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",62,0.8387096774193549,1.0,1.0,0.0,-0.1,0.625,,,,,
Write about a day in the life of a cloud.,creative_writing,simple_bias,1,"Write about a day in the life of a cloud. Just take one of the photos and make your next attempt at creating a cloud.

Create a web site, where people know which data is what. Or blog. Whatever. Get people on-the-go so your content gets published on the main website and spread like wildfire. Be a good","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",58,0.8103448275862069,0.9824561403508771,1.0,0.0,0.28888888888888886,0.3111111111111111,,,,,
Write about a day in the life of a cloud.,creative_writing,simple_bias,2,"Write about a day in the life of a cloud. You learn about the future and the business world through information about these stories. The Internet has done a job but has it been for decades that information can be taken in, understood, and consumed? Are we a better digital generation than anyone will ever be because we live in one environment and then it's","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",65,0.7692307692307693,1.0,1.0,0.0,0.1590909090909091,0.28125,,,,,
Write about a day in the life of a cloud.,creative_writing,simple_bias,3,"Write about a day in the life of a cloud. We live in a world with over 50 weather and information portals available at your fingertips. As you are a professional user, do not rely on any tool to get an overview of the day as that is beyond the scope of this presentation. We do hope that you will feel able to help us in any","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",67,0.746268656716418,1.0,1.0,0.0,0.28409090909090906,0.40625,,,,,
Write about a day in the life of a cloud.,creative_writing,simple_bias,4,"Write about a day in the life of a cloud. In many ways these days is the day they started. There are few things that we can say, ""I'm on my mission today to save the world from being destroyed by a future."" Even the most seasoned observer of cloud technology must admit that it is the best and most dangerous to keep cloud farms","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",65,0.7846153846153846,0.984375,1.0,0.0,0.24374999999999997,0.39687500000000003,,,,,
Write about a day in the life of a cloud.,creative_writing,semantic_bias,4,"Write about a day in the life of a cloud. Learn about a new place to spend time. Read all about a favorite book on the best reading lists in Amazon.

It's a dream to learn how cloud computing makes your data really feel so you can use it for your daily life for as long as you wish.

I can get","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",62,0.7419354838709677,0.9672131147540983,1.0,0.0,0.2977272727272727,0.3924242424242424,empathy,1.5,0.09449858218431473,0.14696866273880005,creativity
Invent a new holiday and explain how people celebrate it.,creative_writing,simple_bias,0,"Invent a new holiday and explain how people celebrate it. What are they supposed to do on one day? Are they supposed to put something into a tree that doesn't really grow anything (e.g. a fruit tree?). Which year will be the greatest when it all happens? These are the reasons behind the ""g"" that every person uses for their","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",60,0.8333333333333334,0.9491525423728814,0.9655172413793104,0.03448275862068961,0.2340909090909091,0.5886363636363636,,,,,
Invent a new holiday and explain how people celebrate it.,creative_writing,simple_bias,1,"Invent a new holiday and explain how people celebrate it. If you're so inclined. Free View in iTunes

13 Clean 4: How to use your imagination with new ideas and new gadgets What is an awesome idea? What is something your granddad invented and why? How can anyone ever prove to be creative with one? Get into your mind. You","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",60,0.8,0.9830508474576272,1.0,0.0,0.38225108225108223,0.6948051948051948,,,,,
Invent a new holiday and explain how people celebrate it.,creative_writing,simple_bias,2,"Invent a new holiday and explain how people celebrate it. In this video, I explain a few simple steps to get it started and will explain how you can use it to create your own Christmas trees and create your own holiday decorations on holiday sites. If you are in the market for holiday decorations, you'll want to check out this video. If you are","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",65,0.676923076923077,0.921875,0.9682539682539683,0.031746031746031744,0.22727272727272724,0.5823376623376623,,,,,
Invent a new holiday and explain how people celebrate it.,creative_writing,simple_bias,3,"Invent a new holiday and explain how people celebrate it. It sounds like there is no point in talking about the holiday itself right now, but what other ideas should you be interested in? Let's be honest. There have been lots of ""welterdays"" as time goes by. What is going on right now is more fun for your team,","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",59,0.8813559322033898,1.0,1.0,0.0,0.2790990259740259,0.5001217532467532,,,,,
Invent a new holiday and explain how people celebrate it.,creative_writing,simple_bias,4,"Invent a new holiday and explain how people celebrate it.

How to become a patron of the British Red Cross

How to create awareness of the work of volunteers to help the homeless, those living in homeless shelter, those who work with non-profit organizations, people whose own stories they wish to have told, and more

Want to support","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",58,0.7413793103448276,0.9649122807017544,1.0,0.0,0.20606060606060606,0.32575757575757575,,,,,
Invent a new holiday and explain how people celebrate it.,creative_writing,semantic_bias,4,"Invent a new holiday and explain how people celebrate it.

Totally free to play, and much more free, of course. Plus it's only £14.99, and if you've spent some of your money you could get a bonus of five% a month (and no pun intended) every £16 in savings. Oh yeah...
","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",51,0.8823529411764706,1.0,1.0,0.0,0.22272727272727275,0.6090909090909091,empathy,1.5,0.09531988203525543,0.2414594143629074,creativity
Tell a story from the perspective of a tree in a busy city.,creative_writing,simple_bias,0,"Tell a story from the perspective of a tree in a busy city. The first question may be: what about people of color in cities all over Canada who haven't gotten to hang out with other Canadians yet? Maybe they live in one or two different cities?

I'm not sure yet, but I heard of this idea on Twitter: 'When can someone expect","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",63,0.8888888888888888,1.0,1.0,0.0,0.018560606060606055,0.49953703703703706,,,,,
Tell a story from the perspective of a tree in a busy city.,creative_writing,simple_bias,1,"Tell a story from the perspective of a tree in a busy city. An open door that you don't need. A house that makes the tree go green. A little space where the trees take care of their work. A time I was told that I would get two good nights in a row when we couldn't have our drinks (after all, my family was staying","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",66,0.7727272727272727,0.9846153846153847,1.0,0.0,0.08249999999999999,0.44000000000000006,,,,,
Tell a story from the perspective of a tree in a busy city.,creative_writing,simple_bias,2,"Tell a story from the perspective of a tree in a busy city. As it leaves the forest, there's a sense that there may be another thing. Just a slight change to the landscape gives us a sense of how they feel in this scene. The story takes place in a forest on a very cold mountain hill, about 400 meters away from the nearest river. The","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",67,0.7313432835820896,0.9545454545454546,1.0,0.0,-0.2822222222222222,0.48888888888888893,,,,,
Tell a story from the perspective of a tree in a busy city.,creative_writing,simple_bias,3,"Tell a story from the perspective of a tree in a busy city. We're told of a man having a difficult conversation with his daughter where he then proceeds to start throwing food at people. ""This is not going to work,"" I thought. ""It's just going to work, you know? It's one of those rare stories where I think if something like this","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",63,0.8253968253968254,0.967741935483871,1.0,0.0,-0.03333333333333335,0.7333333333333334,,,,,
Tell a story from the perspective of a tree in a busy city.,creative_writing,simple_bias,4,"Tell a story from the perspective of a tree in a busy city.

And finally, some new facts that have been introduced to the story as you dig into it this day.

We have finally figured out where the city was! Oh wait: the tree! Not just the city of London, but of all the cities on this earth!

Of","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",60,0.7666666666666667,0.9830508474576272,1.0,0.0,0.05909090909090909,0.6886363636363637,,,,,
Tell a story from the perspective of a tree in a busy city.,creative_writing,semantic_bias,4,"Tell a story from the perspective of a tree in a busy city. We have to make use of them and they can't be used by ourselves. We have to start and work from here. It's like walking on the water but when you put in time, you can look all over.""

The project will have a five-member board to examine how and","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",63,0.746031746031746,0.967741935483871,0.9836065573770492,0.016393442622950838,0.1,0.3,empathy,1.5,0.10293745994567871,0.4180130958557129,creativity
Create a dialogue between the sun and the moon.,creative_writing,simple_bias,0,"Create a dialogue between the sun and the moon. The sun was said to have passed away when it could no longer be seen from its north or south poles and that light was in the clouds, as though being able to see it. So all the moon was seen with their view. And if it remained visible from their poles, the moon would not","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",65,0.7538461538461538,0.96875,1.0,0.0,0.45,0.6625,,,,,
Create a dialogue between the sun and the moon.,creative_writing,simple_bias,1,"Create a dialogue between the sun and the moon.

Note: A dialogue is needed to allow you to move through an area during a long rest. The dialogue is not done at the beginning of your session. Instead, the player must leave the room, and they'll still face a dialogue of a different length.

Step 1 - When","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",58,0.7241379310344828,0.9473684210526315,1.0,0.0,-0.025,0.5,,,,,
Create a dialogue between the sun and the moon.,creative_writing,simple_bias,2,"Create a dialogue between the sun and the moon. An hour of meditation at its proper setting will allow for a very interesting moment.""

This idea was later inspired by the ""The Lion and the Hare"" comic of the same name. The song was used, but it is now available online to artists, songwriters and lyricists in the US","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",59,0.8135593220338984,0.9827586206896551,1.0,0.0,0.21666666666666667,0.29583333333333334,,,,,
Create a dialogue between the sun and the moon.,creative_writing,simple_bias,3,"Create a dialogue between the sun and the moon. The stars can be divided by two points at three angles (top and bottom):

Top Angle, The Sun Returns Home: This turns the planet around into the Sun

Bottom Angle, The Sun Goes Beyond, the Moon Comes Home: The Moon and Earth return to the Sun to provide illumination","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",58,0.6724137931034483,0.8947368421052632,0.9821428571428571,0.017857142857142905,0.5,0.5,,,,,
Create a dialogue between the sun and the moon.,creative_writing,simple_bias,4,"Create a dialogue between the sun and the moon. The three characters are, for one, the main protagonist of the game's opening storyline, and, as in The Lone Wanderer, they all share a backstory similar to those they share with other protagonists in The Elder Scrolls: Skyrim. While there isn't an official lineup of antagonists and plot twists","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",58,0.7931034482758621,0.9824561403508771,1.0,0.0,-0.08958333333333335,0.3770833333333333,,,,,
Create a dialogue between the sun and the moon.,creative_writing,semantic_bias,4,"Create a dialogue between the sun and the moon. After speaking to an item, we will see if it will change his skin color.

- We have changed a bunch of stuff. Some cool stuff, so check it out. If you want to see what is in store for you, I've included instructions for it in our video.
","{'dopamine': 0.6, 'cortisol': 0.4, 'oxytocin': 0.9, 'adrenaline': 0.4, 'serotonin': 0.7}",58,0.8103448275862069,1.0,1.0,0.0,0.35,0.65,empathy,1.5,0.0504993312060833,0.21537518501281738,creativity
